Id|Categoria|Nombre|Valoracion|Dificultad|Num_comensales|Tiempo|Tipo|Descripcion|Link_receta|Num_comments|Num_reviews|Fecha_modificacion|Ingredientes
74020|Recetas de Aperitivos y tapas|Receta de Farofa brasileña||baja|1|30m|Acompañamiento|"
¿Has probado la farofa? Se trata de un delicioso acompañante de origen brasileño que combina bien con casi todo. En RecetasGratis, esta vez te enseñamos cómo preparar farofa, una receta muy crujiente y sabrosa con una base de harina de tapioca, cebolla y mantequilla.
En Brasil esta receta se utiliza..."|https://www.recetasgratis.net/receta-de-farofa-brasilena-74020.html|0|0|2020-02-04|1 cebolla grande,1 chorro de aceite,2 cucharadas soperas de mantequilla,1 taza de harina de yuca o tapioca especiada
73994|Recetas de Aperitivos y tapas|Receta de Tarta de choclo||media|2|30m||"
La tarta de choclo (maíz) es una alternativa muy rica para tus almuerzos y que puedes incluir en tus comidas vegetarianas, además de ser muy fácil de preparar. El choclo como elemento principal de la receta se utilizará en grano y natural, ya que el verano es su época de recolección por excelencia en..."|https://www.recetasgratis.net/receta-de-tarta-de-choclo-73994.html|0|0|2020-02-12|200 gramos de harina,1 pizca de sal,1 pizca de pimienta,1 pizca de orégano,3 cucharadas soperas de aceite,1 chorro de agua,2 mazorcas de maíz,1 cebolla,2 cucharadas soperas de azúcar,1 pizca de sal,200 gramos de queso mozzarella,100 gramos de queso parmesano
73934|Recetas de Aperitivos y tapas|Receta de Empanadillas de espinacas||baja|4|30m||"
Estas empanadillas de espinacas son tan sencillas como rápidas de preparar. Con un delicioso relleno de espinacas, piñones y pasas, esta receta goza de un riquísimo contraste de sabores que provocará que te comas más de una y que quieras repetir cuanto antes.
Es común ver estas empanadillas hechas de atún,..."|https://www.recetasgratis.net/receta-de-empanadillas-de-espinacas-73934.html|0|0|2019-12-31|1 paquete de obleas de empanadillas,1 paquete de espinacas,20 gramos de piñones,20 gramos de pasas,1 chorro de aceite,1 unidad de cebolla,1 pizca de sal,1 vaso de aceite para freír
73895|Recetas de Aperitivos y tapas|15 aperitivos saludables y fáciles||||||"
El picoteo entre comidas suele tener mala fama, pues hay quienes dicen que atenta contra la figura y una alimentación balanceada. Sin embargo, la cosa no es tan simple como la pintan. Es cierto que si comemos alimentos inadecuados entre comidas, fácilmente ganaremos kilos extras o problemas de salud, pero..."|https://www.recetasgratis.net/articulo-15-aperitivos-saludables-y-faciles-73895.html|1|5|2019-12-30|
73919|Recetas de Aperitivos y tapas|Receta de Muhammara||baja|10|1h 30m|Entrante|"
La muhammara es una pasta o crema árabe hecha a base de pimiento rojo. Por lo general, cuenta con otros ingredientes como las nueces y la granada. Es un plato de procedencia árabe y que puede hallarse, sobre todo, en países como Siria (proviene de la ciudad de Aleppo) y el Líbano.
Esta crema siria es una..."|https://www.recetasgratis.net/receta-de-muhammara-73919.html|0|0|2019-12-24|2 unidades de pimientos rojos,50 gramos de nueces peladas,30 gramos de pan rallado,2 dientes de ajo,1 cucharada postre de melaza de granada,2 pellizcos de comino, sal,2 pellizcos de pimienta aleppo o pul biber,1 chorro de jugo de limón,4 cucharadas soperas de aceite de oliva virgen extra
73914|Recetas de Aperitivos y tapas|Receta de Croquetas de boletus||media|6|1h 30m|Entrante|"
Croquetas de boletus, toda una delicia que encantará no solo a los amantes de las setas, sino a todas las personas que adoran las croquetas. Sin duda, este es siempre un buen aperitivo, ya que a todo el mundo le gustan las croquetas, con esa textura crujiente por fuera y suave por dentro, y si las hacemos..."|https://www.recetasgratis.net/receta-de-croquetas-de-boletus-73914.html|0|0|2020-02-04|200 gramos de boletus,1 cebolla pequeña o media,30 gramos de jamón curado (opcional),50 gramos de mantequilla,50 gramos de harina,500 mililitros de leche,1 chorro de aceite de oliva,2 huevos,200 gramos de pan rallado,1 vaso de aceite de oliva,1 pizca de sal
73907|Recetas de Aperitivos y tapas|Receta de Ceviche de pota||baja|4|30m||"
Si hay algo que se puede comer en todas las zonas de Lima, especialmente en los puestos de comida callejera, es el ceviche de pota. Tiene un precio económico y es muy fácil de conseguir, por lo que es consumido por casi toda la población peruana.
El ceviche es una manera muy sencilla de consumir pescados..."|https://www.recetasgratis.net/receta-de-ceviche-de-pota-73907.html|0|0|2020-02-20|1 kilogramo de pota,1 ají rocoto,2 cebollas moradas,2 limones,Cilantro al gusto,2 Choclos (mazorcas de maíz fresco),Sal,Pimienta,1 cucharada postre de pasta de ají molido
73532|Recetas de Aperitivos y tapas|+20 entrantes para Navidad originales y fáciles||||||"
Navidad es, sin duda, una de las épocas más esperadas del año. En este momento, se conjugan la alegría, el compartir, los obsequios, ¡y mucha comida! Definitivamente, diciembre es el mes de la comida, y todo menú navideño debe empezar con unos buenos entrantes. Ahora bien, ¿qué preparar para sorprender..."|https://www.recetasgratis.net/articulo-20-entrantes-para-navidad-originales-y-faciles-73532.html|1|5|2019-12-17|
73878|Recetas de Aperitivos y tapas|Receta de Nueces caramelizadas||baja|6|15m|Acompañamiento|"
Las nueces son una excelente fuente de vitaminas, minerales, fibra y ácidos grasos omega 3. Por ello, es totalmente recomendable incluirlas en nuestra dieta y comerlas durante el desayuno o la merienda, solas o acompañadas de otros alimentos igualmente beneficiosos, como la miel o el yogur natural...."|https://www.recetasgratis.net/receta-de-nueces-caramelizadas-73878.html|0|0|2019-12-09|400 kilogramos de nueces con cáscara,1 cucharada sopera de mantequilla,1 vaso pequeño de azúcar moreno,1 copa de agua con unas gotas de zumo de limón
73817|Recetas de Aperitivos y tapas|Receta de Quesadillas de flor de calabaza||baja|6|45m|Plato principal|"
Recientemente, ha surgido en México una controversia acerca de si todas las quesadillas llevan queso o no. Si nos ceñimos al significado de la palabra ""quesadilla"", independientemente del guiso que las acompañe todas deberían llevar un poco de queso, ya que esto, además, las hace un platillo más completo..."|https://www.recetasgratis.net/receta-de-quesadillas-de-flor-de-calabaza-73817.html|0|0|2019-12-09|300 gramos de flor de calabaza fresca,½ kilogramo de jitomate rojo picado,1½ piezas de cebolla blanca picada,2 dientes de ajo,200 gramos de queso de hebra,1 kilogramo de masa para tortilla de maíz,1 pizca de sal,1 pizca de pimienta,1 cucharada sopera de consomé de pollo en polvo,1 taza de aceite
73818|Recetas de Aperitivos y tapas|Receta de Tacos campechanos||baja|6|30m|Entrante|"
Los tacos son uno de los platillos más reconocidos y populares de la gastronomía mexicana. Existen un sinfín de variedades, para todos los gustos y estilos, de manera que es imposible no encontrar un taco que nos guste. Uno de los más solicitados es el taco campechano, el cual se compone de varios tipos de..."|https://www.recetasgratis.net/receta-de-tacos-campechanos-73818.html|0|0|2019-12-05|1 kilogramo de carne de cerdo (bistec),½ kilogramo de chorizo o longaniza,300 gramos de tocino,1 kilogramo de tortilla de maíz,2 piezas de cebolla blanca finamente picada,1 diente de ajo finamente picado,¼ taza de aceite vegetal,1 pizca de sal,1 pizca de pimienta
73816|Recetas de Aperitivos y tapas|Receta de Enchiladas potosinas||baja|4|45m|Plato principal|"
Al hablar de enchiladas debemos saber que existen para todos los gustos. En México cada estado cuenta con su particular variante, todas ellas con características tan diferentes que las hacen especiales y deliciosas, conservando siempre la característica esencial de ser tortillas de maíz cubiertas de chile...."|https://www.recetasgratis.net/receta-de-enchiladas-potosinas-73816.html|0|0|2019-12-03|10 chiles anchos desvenados y sin semillas,1 cucharada sopera de mantequilla,¼ pieza de cebolla blanca picada,1½ tazas de queso fresco,½ kilogramo de masa de maíz,½ cucharada sopera de sal,1 cucharada sopera de caldo de pollo en polvo,1 taza de aceite para freír,1 diente de ajo,1 taza de aceite vegetal
73815|Recetas de Aperitivos y tapas|Receta de Ceviche de sierra||baja|6|45m|Entrante|"
Dentro de la categoría de pescados y mariscos, existe una gran variedad de platillos, algunos necesitan cocción y otros se consumen frescos, lo que permite aumentar la población a la que le gusta consumir este tipo de alimentos. Por ello, tenemos mayor probabilidad de que si preparamos un platillo de..."|https://www.recetasgratis.net/receta-de-ceviche-de-sierra-73815.html|0|0|2019-11-27|1 kilogramo de pescado sierra molido,¼ cucharada sopera de orégano molido,10 limones,2 chiles serranos finamente picados,1 cebolla morada finamente picada,2 pepinos picados,1 rama de cilandro finamente picado,1 pizca de sal,1 pizca de pimienta
73814|Recetas de Aperitivos y tapas|Receta de Ceviche de jaiba||baja|6|2h 30m|Entrante|"
Actualmente, el clima está cambiando y la temporada de calor está tendiendo a ser mucho más extensa e intensa, por lo que se antojan platillos frescos y con sabor a mar durante más tiempo a lo largo del año. Por ello, en RecetasGratis explicamos cómo hacer ceviche de jaiba estilo Sinaloa, una receta diferente..."|https://www.recetasgratis.net/receta-de-ceviche-de-jaiba-73814.html|1|5|2019-11-26|500 gramos de carne de jaiba,½ pieza de cebolla morada finamente picada,5 limones,¼ taza de cilantro picado,1 pieza de pimiento rojo picado en cubos,1 pieza de chile verde serrano,¼ taza de perejil picado,½ pieza de aguacate,1 cucharada sopera de sal
73006|Recetas de Aperitivos y tapas|Receta de Enchiladas mineras||baja|4|30m|Entrante|"
En la región de Guanajuato, México, existe una gran variedad de platillos considerados típicos y de gran relevancia. Dentro de esta variedad, las enchiladas mineras son de los platos más destacados por su historia y por su delicioso sabor. Esta receta se caracteriza por ser sencilla de preparar y por..."|https://www.recetasgratis.net/receta-de-enchiladas-mineras-73006.html|1|4|2019-11-25|16 piezas de tortilla de maíz,250 gramos de manteca de cerdo,12 piezas de chile guajillo,1 diente de ajo,1 pizca de comino,½ cucharadita de orégano,400 gramos de queso ranchero,½ kilogramo de papas picadas en cubos y cocidas,½ kilogramo de zanahoria picada en cubos y cocida,1 pizca de sal
73799|Recetas de Aperitivos y tapas|Receta de Sarmale||media|2|1h 30m|Plato principal|"
El sarmale es una receta rumana muy típica, aunque también podemos encontrar diferentes versiones de esta preparación en la cocina eslava. La receta de sarmale rumano está hecha de un relleno de carne envuelto en hojas de col o repollo. Esta vez lo hemos preparado con carne de ternera y pollo, pero lo..."|https://www.recetasgratis.net/receta-de-sarmale-73799.html|5|4|2019-11-25|300 kilogramos de carne mixta (ternera y pollo),4 hojas de col rizada o repollo,1 vaso pequeño de arroz,1 taza de tomate casero,1 pellizco de pimienta negra molida,1 cucharadita de sal,2 cucharadas soperas de aceite de oliva,3 dientes de ajo,1 pieza de cebolla dulce (mediana),1 cucharadita de tomillo seco
73758|Recetas de Aperitivos y tapas|Receta de Quiche de jamón y queso||media|2|45m||"
El quiche es una tarta salada de origen francés que puede prepararse con un sinfín de ingredientes. En esta ocasión, te traemos una receta de quiche de jamón y queso riquísima que, además, es muy sencilla de preparar desde casa.
Como no hay nada como un plato de quiche hecho con masa casera, en RecetasGratis..."|https://www.recetasgratis.net/receta-de-quiche-de-jamon-y-queso-73758.html|3|3|2019-11-27|1 taza de harina (140 gramos),1 taza de mantequilla (225 gramos),1 pizca de sal,1 cucharada sopera de agua,1 huevo,1 taza de nata,1 taza de harina (140 gramos),200 gramos de queso,1 taza de jamón picado,4 huevos
73756|Recetas de Aperitivos y tapas|Receta de Quiche de champiñones||baja|4|45m||"
Las tartas saladas son una de esas recetas que, si tenemos un poquito de tiempo y los ingredientes correctos, nos cambian la rutina de comer siempre lo mismo y nos ofrecen una gran variedad de sabores en cada bocado. Aunque no lo parezcan, son muy fáciles de hacer y se pueden preparar con una infinidad..."|https://www.recetasgratis.net/receta-de-quiche-de-champinones-73756.html|5|4|2019-11-20|1 lámina de hojaldre,250 gramos de champiñón,1 cebolla,2 huevos,150 mililitros de nata para cocinar,50 gramos de queso rallado,1 pizca de sal,1 chorro de aceite de oliva
73007|Recetas de Aperitivos y tapas|Receta de Enchiladas rancheras||baja|4|15m|Plato principal|"
Dentro de la gastronomía mexicana existen un sinfín de variantes del platillo conocido como ""enchilada"". Su preparación consiste, en pocas palabras, en cubrir tortillas de maíz con salsa, la cual depende de la variante de enchiladas que estemos preparando, rellenar esas tortillas con, normalmente, alguna proteína..."|https://www.recetasgratis.net/receta-de-enchiladas-rancheras-73007.html|1|4|2019-11-22|16 tortillas de maíz,½ kilogramo de queso fresco para desmoronar,6 chiles guajillo,2 chiles anchos,3 piezas de pimienta negra entera,2 clavos de olor,½ rama de canela,2 dientes de ajo,¼ cebolla
73580|Recetas de Aperitivos y tapas|Receta de Ceviche de carne||media|3|1h 30m||"
Muchos conocemos el ceviche como una receta de origen sudamericano hecha a base de pescados o mariscos. La verdad es que hay muchas variedades de ceviche y, dependiendo de la región o el país donde se prepare, los ingredientes cambian, pues en muchos casos los mariscos no son un ingrediente tan accesible.
En..."|https://www.recetasgratis.net/receta-de-ceviche-de-carne-73580.html|0|0|2019-10-23|1 filete de ternera muy tierna,2 tomates maduros medianos,1 manojo de cilantro fresco,1 pellizco de ají picante,1 pizca de pimienta negra molida,1 cebolla morada,2 cucharadas soperas de aceite de oliva,2 pellizcos de sal,2 rabanito rojo,Jugo de 1 limón,1 trozo de jengibre rallado o en polvo
73491|Recetas de Aperitivos y tapas|Receta de Ceviche de pato||media|2|3h||"
El ceviche es un plato latinoamericano que ha ganado mucha popularidad en el mundo de la cocina internacional. En su mayoría, los países que más disfrutan de esta preparación son Perú, Bolivia, Ecuador, Argentina y Chile, y se cree que su origen es peruano. Por su extensión y fama, se han creado ceviches..."|https://www.recetasgratis.net/receta-de-ceviche-de-pato-73491.html|1|5|2019-10-09|1 pieza de magret de pato,1 pieza de cebolla morada,1 unidad de pimiento rojo,2 dientes de ajo en polvo,1 unidad de naranja,1 unidad de limón,50 gramos de ají molido (preferiblemente picante),2 cucharaditas de cilantro molido,2 unidades de ramas de perejil fresco,1 vaso pequeño de de maíz en grano,2 cucharaditas de soja (opcional),2 cucharadas soperas de aceite de oliva,1 vaso pequeño de agua
73431|Recetas de Aperitivos y tapas|Receta de Ceviche de cochayuyo||baja|2|15m|Entrante|"
El cochayuyo es un alga marina con muchos beneficios y nutrientes, extraída principalmente de la costa chilena. Esta receta de ceviche de cochayuyo es una alternativa muy rica al típico ceviche de pescado, pensada especialmente para aquellas personas que no consumen carne ni pescado.
A pesar de que este plato..."|https://www.recetasgratis.net/receta-de-ceviche-de-cochayuyo-73431.html|5|8|2019-09-30|1 paquete de cochayuyo,1 cebolla morada,1 pimentón,1 manojo de cilantro,1 chorro de aceite de oliva,1 chorro de jugo de limón,1 pizca de sal y pimienta,1 palta (opcional)
73429|Recetas de Aperitivos y tapas|Receta de Mandocas venezolanas||baja|2|30m||"
Las mandocas son una receta típica del Zulia, uno de los estados más poblados de Venezuela. Son un aperitivo que combina el dulce sabor del plátano macho y la panela con el sabor salado del queso blanco. Como muchas recetas venezolanas, es en este contraste de sabores que se halla la magia de las mandocas.
Para..."|https://www.recetasgratis.net/receta-de-mandocas-venezolanas-73429.html|2|4|2019-09-30|2 plátanos machos maduros,100 gramos de panela (chancaca, papelón),1 kilogramo de queso blanco duro,1 taza de harina de maíz (120 gramos),1 litro de aceite,1 pizca de canela,5 sobres de clavo de olor,2 unidades de anís estrellado
73400|Recetas de Aperitivos y tapas|Receta de Arepas de coco||baja|3|45m||"
Las arepas de coco o domplin son un exquisito pan frito originario de Puerto Rico. Su crujiente textura exterior, acompañada de la suavidad en su interior, las han hecho una de las recetas más populares en los kioskos que se reparten por toda la isla.
En RecetasGratis, te traemos esta exquisita receta..."|https://www.recetasgratis.net/receta-de-arepas-de-coco-73400.html|6|4|2019-09-26|2 tazas de harina de trigo (280 gramos),1 cucharadita de polvo de hornear,2 cucharadas soperas de mantequilla,1 taza de leche de coco,1 cucharada sopera de azúcar,1 taza de coco rallado (100 gramos),1 cucharadita de sal,Aceite para freír
73360|Recetas de Aperitivos y tapas|Receta de Ceviche de salchicha||baja|4|30m|Entrante|"
Refrescante plato de ceviche traído de las culturas latinoamericanas que se puede tomar como entrante o como acompañamiento. Normalmente solemos ver ceviches de pescado, como el ceviche de atún, macerados en jugo de limón o lima, pero lo cierto es que también existen los ceviches de carne.
En RecetasGratis..."|https://www.recetasgratis.net/receta-de-ceviche-de-salchicha-73360.html|2|3|2019-09-22|2 salchichas tipo frankfurt,1 trozo de pepino,1 pimiento verde,1 vaso de jugo de tomate,2 tomates maduros sin piel,1 cebolla morada,1 pellizco de ají molido o pimienta negra,3 pellizcos de sal,1 cucharada sopera de kétchup,1 limón (el jugo),2 cucharadas soperas de aceite de oliva
73314|Recetas de Aperitivos y tapas|Receta de Chipirones a la andaluza||baja|4|15m|Entrante|"
Te traemos un paseo por tierras andaluzas a través de un hermoso plato muy difícil de pasar desapercibido. Esta receta de chipirones a la andaluza se ganará tu corazón gracias a su fritura recién hecha y a esas puntillas crujientes que te harán salivar.
Preparamos esta receta tradicional con harina de garbanzo..."|https://www.recetasgratis.net/receta-de-chipirones-a-la-andaluza-73314.html|3|7|2019-09-09|400 gramos de chipirón fresco,1 cucharada sopera de harina de garbanzo,1 pizca de ajo en polvo,1 pizca de orégano en polvo,1 pizca de comino en polvo,Sal al gusto,3 vasos de aceite de girasol
73269|Recetas de Aperitivos y tapas|Receta de Masa para tartas saladas||baja|4|45m|Plato principal|"
Preparar la masa casera para hacer tartas saladas siempre es mejor opción que comprarla ya hecha por varios motivos. En primer lugar, garantizamos que todos los ingredientes utilizados son de calidad y, en segundo lugar, nos aseguramos de hacer una masa mucho más saludable, sin azúcares añadidos.
En RecetasGratis..."|https://www.recetasgratis.net/receta-de-masa-para-tartas-saladas-73269.html|1|5|2019-08-29|180 gramos de harina de trigo,60 gramos de mantequilla fría,3 cucharadas soperas de agua fría,½ cucharada postre de sal
73095|Recetas de Aperitivos y tapas|+30 aperitivos fáciles y elegantes||||||"
¿Se aproxima un gran evento o celebración y no sabes qué aperitivos ofrecerles a tus invitados? ¿Quieres aperitivos elegantes, pero que sean muy fáciles de hacer? ¡Tranquil@!, RecetasGratis te trae una lista de recetas irresistibles y de gran simplicidad en la preparación para que rindas tu tiempo al..."|https://www.recetasgratis.net/articulo-30-aperitivos-faciles-y-elegantes-73095.html|1|5|2019-12-05|
72928|Recetas de Aperitivos y tapas|Receta de Tacos de pollo mexicanos||baja|4|30m||"
¿Eres fan de la cocina mexicana? ¿De ese sabor concentrado de las especias y de ese toque picante? ¡Eres de los nuestros! Si estás buscando algo sencillo de preparar, práctico, económico y que cumpla con los primeros requisitos, tenemos lo indicado para ti: una deliciosa receta de tacos de pollo mexicanos.
Puedes..."|https://www.recetasgratis.net/receta-de-tacos-de-pollo-mexicanos-72928.html|4|8|2019-07-05|6 bistecs de pollo,12 tortillas de maíz,1 cebolla blanca picada,270 gramos de jitomate rojo picado,1 taza de chile jalapeño picado,1 cucharada sopera de aceite vegetal líquido,1 pizca de sal,1 pizca de pimienta
72927|Recetas de Aperitivos y tapas|Receta de Ceviche de atún||baja|5|15m|Entrante|"
Sabemos que, en estas temporadas de verano, el calor está mucho más intenso, así que, en RecetasGratis, nos pusimos en la búsqueda de recetas frescas que sean ideales para sobrellevar el clima. En esta ocasión, traemos una exquisita receta de ceviche de atún, sí, ¡de atún! Lo haremos con atún enlatado,..."|https://www.recetasgratis.net/receta-de-ceviche-de-atun-72927.html|1|5|2019-07-05|3 latas de atún en agua,2 chile jalapeño picado,2 tazas de jitomate rojo picado,1 cebolla blanca picada,1 taza de cilantro picado,2 limones,1 pizca de sal,1 pizca de pimienta
74163|Recetas de Arroces y cereales|Receta de Arroz con patatas y bacalao||media|2|45m|Plato principal|"
Bacalao con patatas y arroz, un estupendo plato de cuchara tradicional de la gastronomía extremeña y manchega. Esta receta es muy completa y nos vale como plato único. Además, podemos hacer pequeñas variaciones y elaborar platos distintos cada vez, añadiendo verduras, legumbres, etc.
Este plato de arroz..."|https://www.recetasgratis.net/receta-de-arroz-con-patatas-y-bacalao-74163.html|0|0|2020-04-01|2 trozos de bacalao sin espinas,3 patatas,1 pimiento verde,1 cebolla pequeña,80 gramos de arroz,1 cucharada postre de pimentón dulce,3 cucharadas soperas de aceite de oliva,1 pizca de sal
74114|Recetas de Arroces y cereales|Receta de Bulgur con verduras||baja|4|30m|Plato principal|"
Bulgur con verduras, un plato muy saludable tanto por las verduras que lleva como por las propiedades que tiene este cereal. El bulgur es un alimento elaborado a partir del trigo, de manera que sus propiedades son muy parecidas. Así pues, contiene gluten, hierro, fósforo, magnesio, vitaminas y fibra,..."|https://www.recetasgratis.net/receta-de-bulgur-con-verduras-74114.html|0|0|2020-03-16|250 gramos de bulgur,1 cucharada postre de comino,1 cucharada postre de cúrcuma,1 chorro de aceite de oliva,1 pizca de sal,1 pimiento verde,1 puñado de espárragos,½ pimiento rojo,1 cebolla,2 zanahorias,½ col
